Japan,JPN,1981,845564.41
Japan,JPN,1982,851321.39
Japan,JPN,1983,857143.06
Japan,JPN,1984,862598.17
Japan,JPN,1985,579408.61
Japan,JPN,1986,582949.72
Japan,JPN,1987,585823.87
Japan,JPN,1988,588328.56
Japan,JPN,1989,590742.09
Japan,JPN,1990,592762.15
Japan,JPN,1991,594604.68
Japan,JPN,1992,596082.54
Japan,JPN,1993,597555.61
Japan,JPN,1994,599594.87
Japan,JPN,1995,601888.43
Japan,JPN,1996,603414.28
Japan,JPN,1997,604853.76
Japan,JPN,1998,606499.56
Japan,JPN,1999,607607.96
Japan,JPN,2000,608625.19
Japan,JPN,2001,610093.45
Japan,JPN,2002,611513.74
Japan,JPN,2003,612823.66
Japan,JPN,2004,613029.98
Japan,JPN,2005,613087.56
Japan,JPN,2006,613476.22
Japan,JPN,2007,614181.57
Japan,JPN,2008,614479.06
Japan,JPN,2009,307201.14
Japan,JPN,2010,0
Japan,JPN,2011,310160.31
Japan,JPN,2012,619330.7
Japan,JPN,2013,927656.73
Japan,JPN,2014,926426.6
Japan,JPN,2015,925443.95
Japan,JPN,2016,924377.68
Japan,JPN,2017,922858.48
Japan,JPN,2018,920990.01
Japan,JPN,2019,919067.15
